processed_text	POStags	proba	original_text
Assuming #MichaelBrown and #DorianJohnson were involved in robbery , when can we expect President Obama's apology to the #Ferguson PD ? #tcot	V ^ & ^ V V P N , R V O V ^ Z N P D ^ ^ , #	0.9716 0.4543 0.9981 0.6037 0.9815 0.9090 0.9312 0.9934 0.9989 0.9716 0.9975 0.9846 0.9981 0.6250 0.9726 0.9868 0.9997 0.9925 0.9632 0.9724 0.9791 0.9745	Assuming #MichaelBrown and #DorianJohnson were involved in robbery, when can we expect President Obama's apology to the #Ferguson PD? #tcot             
#Ferguson police chief says officer Darren Wilson didn't know #MikeBrown was a robbery suspect http://t.co/SbpxzwwZWs	# N N V N ^ ^ V V ^ V D N N U	0.6427 0.8429 0.9732 0.9703 0.9274 0.9970 0.9994 0.9992 0.9992 0.5606 0.9978 0.9993 0.9934 0.9131 0.9949	#Ferguson police chief says officer Darren Wilson didn't know #MikeBrown was a robbery suspect http://t.co/SbpxzwwZWs                                   
I'm so disgusted . #Ferguson RT @ZandarVTS : This has now devolved into the worst police shooting cover-up attempt in US history .	L R A , # ~ @ ~ O V R V P D A N V N V P ^ N ,	0.9959 0.8151 0.9438 0.9979 0.8426 0.9893 0.9989 0.9349 0.5826 0.9961 0.9969 0.9422 0.9988 0.9997 0.9963 0.9719 0.6139 0.9857 0.9318 0.9359 0.8565 0.9520 0.9976	I'm so disgusted. #Ferguson RT @ZandarVTS: This has now devolved into the worst police shooting cover-up attempt in US history.                         
so if he was with #DorianJohnson at the robbery why wasn't he in custody ? All media outlets interviewed him before the police #Ferguson	P P O V P ^ P D N R V O P N , D N N V O P D N #	0.5357 0.9972 0.9988 0.9998 0.9856 0.8266 0.9994 0.9992 0.9925 0.9488 0.9512 0.9977 0.9314 0.9781 0.9982 0.8901 0.9217 0.9942 0.9995 0.9876 0.9893 0.9970 0.7594 0.9249	so if he was with #DorianJohnson at the robbery why wasn't he in custody? All media outlets interviewed him before the police #Ferguson                 
#Ferguson PD made #MikeBrown the suspect in that " robbery " police report . ON WHAT BASIS DID THEY NAME HIM ? Unless it was written after ....	# ^ V # D N P O , N , N N , P O N V O V O , P O V V P ,	0.6957 0.5844 0.9693 0.6502 0.9986 0.9835 0.9965 0.6112 0.9957 0.9909 0.9956 0.8548 0.9773 0.9980 0.9729 0.6435 0.9789 0.9980 0.5117 0.8551 0.9558 0.9986 0.9395 0.9994 0.9993 0.9579 0.9115 0.9752	#Ferguson PD made #MikeBrown the suspect in that "robbery" police report. ON WHAT BASIS DID THEY NAME HIM? Unless it was written after....              
42 ) Is the #Ferguson investigation trying to get all of the facts to find the truth or trying to cover their behinds ?	$ , V D ^ N V P V D P D N P V D N & V P V D N ,	0.9629 0.9939 0.9982 0.9947 0.9785 0.9757 0.9981 0.9975 0.9999 0.9268 0.9973 0.9996 0.9974 0.9989 0.9998 0.9997 0.9575 0.9893 0.9986 0.9915 0.9917 0.9087 0.9025 0.9983	42) Is the #Ferguson investigation trying to get all of the facts to find the truth or trying to cover their behinds?                                   
Disgusting : MO chapter of Klan raising money as “ reward ” for the officer killing #MikeBrown . #Ferguson #UniteBlue http://t.co/xRCCazRSFs	A , ^ N P ^ V N P , N , P D N V ^ , # # U	0.9735 0.9497 0.6104 0.9703 0.9971 0.9891 0.9914 0.9913 0.9669 0.9251 0.7403 0.9914 0.9997 0.9993 0.9698 0.9830 0.4391 0.9767 0.8021 0.9691 0.9976	Disgusting: MO chapter of Klan raising money as “reward” for the officer killing #MikeBrown. #Ferguson #UniteBlue http://t.co/xRCCazRSFs                
Arrived in Crestwood where officer Darren Wilson lives . When I knocked police officer rolled up and told me Wilson left days ago #Ferguson	V P ^ R N ^ ^ V , R O V N N V T & V O ^ V N R #	0.9823 0.9580 0.9904 0.9446 0.8606 0.9970 0.9990 0.5391 0.9991 0.9919 0.9987 0.9979 0.7771 0.9864 0.9986 0.9450 0.9976 0.9997 0.9974 0.9827 0.8035 0.9762 0.7384 0.7700	Arrived in Crestwood where officer Darren Wilson lives. When I knocked police officer rolled up and told me Wilson left days ago #Ferguson              
#Ferguson police hand out info to make Michael Brown seem like a thug . But nothing on how he was actually killed , interaction with officer .	# N N P N P V ^ ^ V P D N , & N P R O V R V , N P N ,	0.6427 0.7437 0.9241 0.8422 0.9539 0.9987 0.9967 0.9996 0.9948 0.9695 0.9601 0.9970 0.9985 0.9990 0.9950 0.9915 0.9882 0.9719 0.9992 0.9993 0.9997 0.9848 0.9959 0.9843 0.9982 0.9586 0.9950	#Ferguson police hand out info to make Michael Brown seem like a thug. But nothing on how he was actually killed, interaction with officer.             
A woman in #Ferguson was shot in head last night and released this selfie . Conflicting reports of how it happened : http://t.co/25WX6EkquG	D N P ^ V N P N A N & V D N , V N P R O V , U	0.9910 0.9970 0.9983 0.9834 0.9876 0.9635 0.9919 0.9597 0.9838 0.9906 0.9977 0.9973 0.9611 0.9804 0.9983 0.6275 0.9920 0.9925 0.9627 0.9982 0.9987 0.8295 0.9969	A woman in #Ferguson was shot in head last night and released this selfie. Conflicting reports of how it happened: http://t.co/25WX6EkquG               
Chief Jackson : officer was not aware that #MikeBrown was a robbery suspect . #Ferguson	^ ^ , N V R A P ^ V D N N , #	0.7187 1.0000 0.8798 0.9579 0.9939 0.9999 0.8685 0.7618 0.6870 0.9978 0.9993 0.9934 0.9389 0.9993 0.9464	Chief Jackson: officer was not aware that #MikeBrown was a robbery suspect. #Ferguson                                                                   
Why would the officer tell #MikeBrown to get out of the street if he was a suspect ? #Ferguson	R V D N V # P V P P D N P O V D N , #	0.9502 0.9983 0.9994 0.9853 0.9193 0.4356 0.9969 0.9999 0.7223 0.9984 0.9979 0.8539 0.9998 0.9989 0.9999 0.9988 0.9409 0.9988 0.8931	Why would the officer tell #MikeBrown to get out of the street if he was a suspect? #Ferguson                                                           
Ferguson PD now admits that Darren Wilson didn't know anything about the store robbery when he stopped Mike Brown ! This is bad ! #Ferguson	^ ^ R V O ^ ^ V V N P D N N R O V ^ ^ , O V A , #	0.9807 0.9012 0.9929 0.9996 0.5810 0.9979 0.9994 0.9992 0.9997 0.9545 0.9989 0.9994 0.9805 0.9793 0.9398 0.9966 0.9997 0.9997 0.9959 0.9945 0.8922 0.9975 0.9843 0.9950 0.9618	Ferguson PD now admits that Darren Wilson didn't know anything about the store robbery when he stopped Mike Brown! This is bad! #Ferguson               
Wow ! What was the point of bring out the robbery footage today if it had nothing to do with Michael Brown being stopped ? #Ferguson	! , O V D N P V T D N N N P O V N P V P ^ ^ V V , #	0.9972 0.9957 0.9945 0.9987 0.9997 0.9978 0.9988 0.9958 0.8135 0.9991 0.9917 0.9969 0.9685 0.9996 0.9991 0.9996 0.9944 0.9927 0.9998 0.9920 0.9999 0.9971 0.9948 0.9759 0.9956 0.9082	Wow! What was the point of bring out the robbery footage today if it had nothing to do with Michael Brown being stopped? #Ferguson                      
The police chief is a 5 star general in projection , imagination and deflection ... took a week to hatch this theory #Ferguson	D N N V D $ N N P N , N & N , V D N P V D N #	0.9769 0.9638 0.9901 0.9977 0.9955 0.9978 0.6197 0.5988 0.9891 0.9964 0.9982 0.9896 0.9979 0.9123 0.9692 0.9976 0.9981 0.9973 0.9972 0.8880 0.9614 0.9853 0.8617	The police chief is a 5 star general in projection, imagination and deflection...took a week to hatch this theory #Ferguson                             
Someone with better eyes than me please #checkthedatestamp on the bottom left photo . Isn't that JUNE ? #Ferguson http://t.co/PTNuxY2v5B	N P A N P O V # P D N V N , V P ^ , # U	0.9589 0.9983 0.9737 0.9979 0.9991 0.9996 0.9720 0.3070 0.9948 0.9994 0.8192 0.7497 0.9905 0.9991 0.9874 0.4601 0.9955 0.9950 0.7274 0.9978	Someone with better eyes than me please #checkthedatestamp on the bottom left photo. Isn't that JUNE? #Ferguson http://t.co/PTNuxY2v5B                  
* IF * the report was written same day as the shooting , as bungling as #Ferguson cops have been , we're to believe they had #MikeBrown's name ?	, P , D N V V A N P D N , P V P ^ N V V , L P V O V Z N ,	0.9697 0.5589 0.9490 0.9977 0.9943 0.9961 0.9048 0.9890 0.9985 0.9986 0.9958 0.9745 0.9987 0.7477 0.7021 0.9014 0.9102 0.7841 0.9975 0.9141 0.9981 0.8820 0.9781 0.9997 0.9955 0.9991 0.6655 0.9939 0.9967	*IF* the report was written same day as the shooting, as bungling as #Ferguson cops have been, we're to believe they had #MikeBrown's name?             
In case YouTube vid disappears , here's childhood friend on tonight's #Ferguson " drive by " #Bullshit #OpFerguson http://t.co/tkc6oIniUY	P N ^ N V , L N N P S ^ , V P , # # U	0.9389 0.9789 0.8958 0.8405 0.8958 0.9994 0.8471 0.8435 0.9636 0.9969 0.8208 0.5090 0.9923 0.5788 0.9718 0.9890 0.7938 0.9700 0.9983	In case YouTube vid disappears, here's childhood friend on tonight's #Ferguson "drive by" #Bullshit #OpFerguson http://t.co/tkc6oIniUY                  
so ... they clearly released that video only to shame & blame the victim . #Ferguson #MikeBrown	R , O R V D N R P N & V D N , # #	0.6480 0.9822 0.9934 0.9991 0.9962 0.5486 0.9990 0.9102 0.9774 0.8338 0.9892 0.9971 0.9995 0.9994 0.9985 0.8145 0.9963	so ... they clearly released that video  only to shame &amp; blame the victim. #Ferguson #MikeBrown                                                     
#ThatAwkwardMoment when the #Ferguson police chief admits that #MikeBrown was stopped for walking in the road . #p2 http://t.co/6giGtKQgaB	# R D ^ N N V O ^ V V P V P D N , # U	0.8413 0.9248 0.9952 0.9735 0.5668 0.9698 0.9961 0.5814 0.3940 0.9861 0.9950 0.9962 0.9895 0.9844 0.9992 0.9942 0.9980 0.9240 0.9978	#ThatAwkwardMoment when the #Ferguson police chief admits that #MikeBrown was stopped for walking in the road.  #p2 http://t.co/6giGtKQgaB              
They desecrated #mikebrown's body then they desecrated his memory and plight for justice . EXPLAIN THIS . #Ferguson #DONTSHOOT	O V Z N R O V D N & N P N , V O , # #	0.9882 0.9983 0.5324 0.9796 0.7923 0.9948 0.9999 0.9992 0.9936 0.9982 0.9580 0.9996 0.8917 0.9977 0.9987 0.7748 0.9974 0.8170 0.9876	They desecrated #mikebrown's body then they desecrated his memory and plight for justice.   EXPLAIN THIS.   #Ferguson #DONTSHOOT                        
Q : " why did he stop Michael Brown ? " #Ferguson Police Chief : " because they were walking down the middle of the street blocking traffic "	N , , R V O V ^ ^ , , ^ ^ ^ , , P O V V P D N P D N V N ,	0.8332 0.9224 0.9790 0.9401 0.9932 0.9961 0.9974 0.9998 0.9963 0.9953 0.9431 0.5054 0.9414 0.6792 0.9208 0.9928 0.9918 0.9956 0.9983 0.9926 0.5175 0.9995 0.9638 0.9995 0.9979 0.7777 0.9913 0.9973 0.9950	Q: "why did he stop Michael Brown?"   #Ferguson Police Chief: "because they were walking down the middle of the street blocking traffic"                
Witness to #Ferguson shooting atty confirms Brown took cigars from store . Client told FBI he " did take cigarillos " http://t.co/j9BARBU0c7	V P ^ V N V ^ V N P N , N V ^ O , V V N , U	0.7740 0.9899 0.9196 0.8672 0.6156 0.9887 0.9851 0.9882 0.9780 0.9986 0.9125 0.9975 0.9699 0.9933 0.9814 0.9689 0.9918 0.9941 0.9905 0.9290 0.9908 0.9977	Witness to #Ferguson shooting atty confirms Brown took cigars from store.  Client told FBI he "did take cigarillos" http://t.co/j9BARBU0c7              
Police have thrown something at the crowd . Not sure what tho . Protester says " they have enough bullets for everybody down here #Ferguson	^ V V N P D N , R A O R , N V , O V A N P N R R #	0.5557 0.9942 0.9814 0.9928 0.9999 0.9992 0.9974 0.9988 0.9990 0.9576 0.9758 0.7797 0.9915 0.9892 0.9812 0.9978 0.9936 0.9994 0.6326 0.9939 0.9994 0.9046 0.7471 0.9849 0.7340	Police have thrown something at the crowd. Not sure what tho. Protester says "they have enough bullets for everybody down here #Ferguson                
17 year old unarmed kid shot ten times by police for stealing candy . I didn't know that was punishable by death . ( read the #ferguson tag )	$ N A A N N $ N P ^ P V N , O V V O V A P N , , V D ^ N ,	0.9963 0.7973 0.9185 0.9994 0.9689 0.9735 0.9231 0.9907 0.9994 0.5437 0.9988 0.9907 0.9708 0.9983 0.9975 1.0000 0.9998 0.8713 0.9991 0.8824 0.9969 0.9794 0.9946 0.8767 0.9960 0.9900 0.8330 0.8645 0.9656	17 year old unarmed kid shot ten times by police for stealing candy. I didn't know that was punishable by death.  (read the #ferguson tag)              
This is simple : IF #MikeBrown was a robbery suspect , why didn’t #Ferguson police say that on DAY ONE ? Why wait six days ?	O V A , P ^ V D N N , R V ^ N V O P N $ , R V $ N ,	0.8910 0.9968 0.9421 0.9831 0.7081 0.5363 0.9978 0.9993 0.9934 0.9102 0.9986 0.9346 0.9986 0.7121 0.5051 0.9848 0.8649 0.9809 0.6456 0.9548 0.9968 0.9612 0.9853 0.7004 0.9965 0.9972	This is simple: IF #MikeBrown was a robbery suspect, why didn’t #Ferguson police say that on DAY ONE? Why wait six days?                                
VIDEO Police release surveillance tape from #Ferguson store related to #MichaelBrown : http://t.co/hEIdfPTX60 http://t.co/CIM7L6TJND	N N N N N P ^ N V P ^ , U U	0.9177 0.6496 0.9672 0.9868 0.9976 0.9994 0.9935 0.7930 0.7916 0.9886 0.6053 0.8022 0.9956 0.9994	VIDEO Police release surveillance tape from #Ferguson store related to #MichaelBrown: http://t.co/hEIdfPTX60 http://t.co/CIM7L6TJND                     
. @AP I demand you retract the lie that people in #Ferguson were shouting " kill the police " , local reporting has refuted your ugly racism	, @ O V O V D N D N P ^ V V , V D N , , A V V V D A N	0.9835 0.9984 0.9773 0.9969 0.9967 0.9981 0.9954 0.8736 0.4902 0.9993 0.9967 0.9808 0.9891 0.9907 0.9987 0.9954 0.9986 0.9697 0.9914 0.9966 0.8588 0.5813 0.9859 0.9990 0.9870 0.9976 0.9978	.@AP I demand you retract the lie that people in #Ferguson were shouting "kill the police", local reporting has refuted your ugly racism                
Did anyone think of comparing the clothes that #MikeBrown was wearing when he was laying on the street to the security footage ? #Ferguson	V N V P V D N P ^ V V R O V V P D N P D N N , #	0.9943 0.8000 0.9555 0.9749 0.9982 0.9998 0.9966 0.9409 0.6870 0.9906 0.9824 0.9723 0.9972 0.9995 0.9981 0.9820 0.9986 0.9336 0.9998 0.9984 0.9912 0.9991 0.9965 0.9232	Did anyone think of comparing the clothes that #MikeBrown was wearing when he was laying on the street to the security footage? #Ferguson               
#BREAKING One woman shot in drive-by shooting on 1300 Highmont near the QT . Cannot confirm if the victim survived . #ferguson #mikebrown	# $ N N P N V P $ N P D N , V V P D N V , # #	0.6037 0.8343 0.9867 0.9784 0.9961 0.9682 0.7573 0.9027 0.9916 0.7933 0.9981 0.9930 0.8475 0.9983 0.8166 0.9996 0.9991 0.9978 0.9973 0.9840 0.9919 0.8743 0.9944	#BREAKING One woman shot in drive-by shooting on 1300 Highmont near the QT. Cannot confirm if the victim survived. #ferguson #mikebrown                 
Police in #Ferguson once charged a man for bleeding on their uniforms after 4 of them beat him http://t.co/op11jbVEUq http://t.co/crECAGF4t0	N P ^ R V D N P V P D N P $ P O V O U U	0.5918 0.9903 0.9493 0.9584 0.9944 0.9988 0.9929 0.9997 0.9987 0.9761 0.9974 0.9985 0.9741 0.9247 0.9976 0.8979 0.9992 0.9811 0.9945 0.9992	Police in #Ferguson once charged a man for bleeding on their uniforms after 4 of them beat him http://t.co/op11jbVEUq http://t.co/crECAGF4t0            
Since FBI is investigating the shooting , isn't Darren Wilson a fugitive & the cops who let him leave accessories after the fact ? #Ferguson	P ^ V V D N , V ^ ^ D A & D N O V O V N P D N , #	0.9741 0.9731 0.9858 0.9963 0.9984 0.9745 0.9989 0.9972 0.9992 0.9967 0.9882 0.9292 0.9873 0.9986 0.9797 0.9673 0.9999 0.9961 0.9461 0.9938 0.9987 0.9979 0.9976 0.9968 0.8964	Since FBI is investigating the shooting, isn't Darren Wilson a fugitive &amp; the cops who let him leave accessories after the fact? #Ferguson          
Is the Police Chief in #Ferguson changing the story ? https://t.co/8ujqp0lpb5	V D ^ ^ P ^ V D N , U	0.9980 0.9964 0.7081 0.6877 0.9836 0.9865 0.9995 0.9996 0.9991 0.9976 0.9967	Is the Police Chief in #Ferguson changing the story?  https://t.co/8ujqp0lpb5                                                                           
Americans are 8 times more likely to be killed by a police officer than by a terrorist . #Ferguson	^ V $ N R A P V V P D N N P P D A , #	0.5560 0.9904 0.9788 0.9876 0.8933 0.8286 0.9983 0.9994 0.9867 0.9971 0.9936 0.9534 0.9906 0.9825 0.9912 0.9989 0.8623 0.9984 0.9284	Americans are 8 times more likely to be killed by a police officer than by a terrorist. #Ferguson                                                       
Exactly . Why release the video if stopping Mike Brown was not related to the robbery ? JESUS CHRIST THIS IS BAD . #Ferguson	R , R V D N P V ^ ^ V R V P D N , ^ ^ O V A , #	0.9103 0.9971 0.8733 0.6405 0.9974 0.9989 0.9969 0.9949 0.9988 0.9975 0.9956 0.9991 0.7776 0.9986 0.9991 0.9962 0.9967 0.9961 0.9970 0.8419 0.9949 0.9586 0.9955 0.9503	Exactly. Why release the video if stopping Mike Brown was not related to the robbery? JESUS CHRIST THIS IS BAD. #Ferguson                               
Violence , brutality , suppression of free speech . Attacks on journalists . Yeah . Let's believe everything the Police say . #Ferguson	N , ^ , N P A N , V P N , ! , L V N D ^ V , #	0.8049 0.9974 0.6605 0.9957 0.9959 0.9940 0.9762 0.9997 0.9989 0.9684 0.9096 0.9893 0.9988 0.9974 0.9974 0.9841 0.9991 0.8967 0.9928 0.5647 0.8039 0.9954 0.9341	Violence, brutality, suppression of free speech. Attacks on journalists.   Yeah. Let's believe everything the Police say. #Ferguson                     
Anybody else thinks the #Ferguson police chief is just making this up as he goes along ? This is beyond embarrassing . It's shameful !	N R V D ^ N N V R V O T P O V T , O V P A , L A ,	0.9500 0.9135 0.9987 0.9944 0.9754 0.5668 0.9894 0.9940 0.9994 0.9997 0.8445 0.9646 0.9845 0.9987 0.9998 0.5498 0.9979 0.9608 0.9989 0.5319 0.9497 0.9987 0.9952 0.9983 0.9986	Anybody else thinks the #Ferguson police chief is just making this up as he goes along? This is beyond embarrassing. It's shameful!                     
